NCCN_OriginalID,Gene,Variant,Organ_System,Gender,Modality,OriginalAction,GuidelineBody,GuidelineName,GuidelineVersion,GuidelineYear ,EntryDate,EntryBy,ModifiedDate,ModifiedBy,IsDeleted,DeleteDate,DeletedBy,,,,,,,,,,,,
209,MLH1,,Breast,2,Screening,"There have been suggestions that there is an increased risk for breast cancer in LS patients; however, there is not enough evidence to support increased screening above average-risk breast cancer screening recommendations or those based on personal/family history of breast cancer.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
210,MSH2,,Breast,2,Screening,"There have been suggestions that there is an increased risk for breast cancer in LS patients; however, there is not enough evidence to support increased screening above average-risk breast cancer screening recommendations or those based on personal/family history of breast cancer.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
211,MSH6,,Breast,2,Screening,"There have been suggestions that there is an increased risk for breast cancer in LS patients; however, there is not enough evidence to support increased screening above average-risk breast cancer screening recommendations or those based on personal/family history of breast cancer.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
212,PMS2,,Breast,2,Screening,"There have been suggestions that there is an increased risk for breast cancer in LS patients; however, there is not enough evidence to support increased screening above average-risk breast cancer screening recommendations or those based on personal/family history of breast cancer.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
213,EPCAM,,Breast,2,Screening,"There have been suggestions that there is an increased risk for breast cancer in LS patients; however, there is not enough evidence to support increased screening above average-risk breast cancer screening recommendations or those based on personal/family history of breast cancer.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
214,MLH1,,Colorectal,0,Chemoprevention,"The panel recommends that all individuals with LS who have a future CRC (i.e., excluding those with prior total proctocolectomy) consider using daily aspirin to reduce their future risk of CRC. The decision to use aspirin for reduction of colorectal cancer risk in LS and the dose chosen should be made on an individual basis, including discussion of individual risks, benefits, adverse effects, and childbearing plans. In determining whether an individual with LS should take aspirin and in deciding on the appropriate dosing, the panel recommends that providers carefully review patient-specific factors that may increase the risk of aspirin therapy - including, but not limited to increased age, prior allergy, concurrent use of antiplatelets/anticoagulants, and untreated H. pylori or unconfirmed H. pylori eradication - as well as patient-specific factors that indicate a comparably low future cumulative risk of colorectal cancer and who may thus be less likely to experience significant benefit.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
215,MSH2,,Colorectal,0,Chemoprevention,"The panel recommends that all individuals with LS who have a future CRC (i.e., excluding those with prior total proctocolectomy) consider using daily aspirin to reduce their future risk of CRC. The decision to use aspirin for reduction of colorectal cancer risk in LS and the dose chosen should be made on an individual basis, including discussion of individual risks, benefits, adverse effects, and childbearing plans. In determining whether an individual with LS should take aspirin and in deciding on the appropriate dosing, the panel recommends that providers carefully review patient-specific factors that may increase the risk of aspirin therapy - including, but not limited to increased age, prior allergy, concurrent use of antiplatelets/anticoagulants, and untreated H. pylori or unconfirmed H. pylori eradication - as well as patient-specific factors that indicate a comparably low future cumulative risk of colorectal cancer and who may thus be less likely to experience significant benefit.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
216,MSH6,,Colorectal,0,Chemoprevention,"The panel recommends that all individuals with LS who have a future CRC (i.e., excluding those with prior total proctocolectomy) consider using daily aspirin to reduce their future risk of CRC. The decision to use aspirin for reduction of colorectal cancer risk in LS and the dose chosen should be made on an individual basis, including discussion of individual risks, benefits, adverse effects, and childbearing plans. In determining whether an individual with LS should take aspirin and in deciding on the appropriate dosing, the panel recommends that providers carefully review patient-specific factors that may increase the risk of aspirin therapy - including, but not limited to increased age, prior allergy, concurrent use of antiplatelets/anticoagulants, and untreated H. pylori or unconfirmed H. pylori eradication - as well as patient-specific factors that indicate a comparably low future cumulative risk of CRC (ie, increased age, PMS2-associated LS, history of prior colectomy) and who may thus be less likely to experience significant benefit.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
217,PMS2,,Colorectal,0,Chemoprevention,"The panel recommends that all individuals with LS who have a risk for future CRC (i.e., excluding those with prior total proctocolectomy) consider using daily aspirin to reduce their future risk of colorectal cancer. The decision to use aspirin for reduction of colorectal cancer risk in LS and the dose chosen should be made on an individual basis, including discussion of individual risks, benefits, adverse effects, and childbearing plans. In determining whether an individual with LS should take aspirin and in deciding on the appropriate dosing, the panel recommends that providers carefully review patient-specific factors that may increase the risk of aspirin therapy - including, but not limited to increased age, prior allergy, concurrent use of antiplatelets/anticoagulants, and untreated H. pylori or unconfirmed H. pylori eradication - as well as patient-specific factors that indicate a comparably low future cumulative risk of colorectal cancer and who may thus be less likely to experience significant benefit.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
218,EPCAM,,Colorectal,0,Chemoprevention,"The panel recommends that all individuals with LS who have a future CRC (i.e., excluding those with prior total proctocolectomy) consider using daily aspirin to reduce their future risk of CRC. The decision to use aspirin for reduction of colorectal cancer risk in LS and the dose chosen should be made on an individual basis, including discussion of individual risks, benefits, adverse effects, and childbearing plans. In determining whether an individual with LS should take aspirin and in deciding on the appropriate dosing, the panel recommends that providers carefully review patient-specific factors that may increase the risk of aspirin therapy - including, but not limited to increased age, prior allergy, concurrent use of antiplatelets/anticoagulants, and untreated H. pylori or unconfirmed H. pylori eradication - as well as patient-specific factors that indicate a comparably low future cumulative risk of colorectal cancer and who may thus be less likely to experience significant benefit.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
219,MLH1,,Ovary,2,Screening,"Data do not support routine ovarian cancer screening for LS. Transvaginal ultrasound for ovarian cancer screen has not been shown to be sufficiently sensitive or specific to support routine recommendation, but may be considered at the clinician's discretion. Serum CA-125 is an additional ovarian screening test with caveats similar to transvaginal ultrasound.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
220,MSH2,,Ovary,2,Screening,"Data do not support routine ovarian cancer screening for LS. Transvaginal ultrasound for ovarian cancer screen has not been shown to be sufficiently sensitive or specific to support routine recommendation, but may be considered at the clinician's discretion. Serum CA-125 is an additional ovarian screening test with caveats similar to transvaginal ultrasound.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
221,MSH6,,Ovary,2,Screening,"Data do not support routine ovarian cancer screening for LS. Transvaginal ultrasound for ovarian cancer screen has not been shown to be sufficiently sensitive or specific to support routine recommendation, but may be considered at the clinician's discretion. Serum CA-125 is an additional ovarian screening test with caveats similar to transvaginal ultrasound.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
222,PMS2,,Ovary,2,Screening,"Data do not support routine ovarian cancer screening for LS. Transvaginal ultrasound for ovarian cancer screen has not been shown to be sufficiently sensitive or specific to support routine recommendation, but may be considered at the clinician's discretion. Serum CA-125 is an additional ovarian screening test with caveats similar to transvaginal ultrasound.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
223,EPCAM,,Ovary,2,Screening,"Data do not support routine ovarian cancer screening for LS. Transvaginal ultrasound for ovarian cancer screen has not been shown to be sufficiently sensitive or specific to support routine recommendation, but may be considered at the clinician's discretion. Serum CA-125 is an additional ovarian screening test with caveats similar to transvaginal ultrasound.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
224,MLH1,,Ovary,2,Symptom Education,"Since there is no effective screening for ovarian cancer, women should be educated on the symptoms that might be associated with the development of ovarian cancer, such as pelvic or abdominal pain, bloating, increased abdominal girth, difficulty eating, early satiety, or urinary frequency or urgency. Symptoms that persist for several weeks and are a change from a woman's baseline should prompt evaluation by her physician.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
225,MSH2,,Ovary,2,Symptom Education,"Since there is no effective screening for ovarian cancer, women should be educated on the symptoms that might be associated with the development of ovarian cancer, such as pelvic or abdominal pain, bloating, increased abdominal girth, difficulty eating, early satiety, or urinary frequency or urgency. Symptoms that persist for several weeks and are a change from a woman's baseline should prompt evaluation by her physician.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
226,MSH6,,Ovary,2,Symptom Education,"Since there is no effective screening for ovarian cancer, women should be educated on the symptoms that might be associated with the development of ovarian cancer, such as pelvic or abdominal pain, bloating, increased abdominal girth, difficulty eating, early satiety, or urinary frequency or urgency. Symptoms that persist for several weeks and are a change from a woman's baseline should prompt evaluation by her physician.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
227,PMS2,,Ovary,2,Symptom Education,"Since there is no effective screening for ovarian cancer, women should be educated on the symptoms that might be associated with the development of ovarian cancer, such as pelvic or abdominal pain, bloating, increased abdominal girth, difficulty eating, early satiety, or urinary frequency or urgency. Symptoms that persist for several weeks and are a change from a woman's baseline should prompt evaluation by her physician.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
228,EPCAM,,Ovary,2,Symptom Education,"Since there is no effective screening for ovarian cancer, women should be educated on the symptoms that might be associated with the development of ovarian cancer, such as pelvic or abdominal pain, bloating, increased abdominal girth, difficulty eating, early satiety, or urinary frequency or urgency. Symptoms that persist for several weeks and are a change from a woman's baseline should prompt evaluation by her physician.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
